"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Shelby County, IN"	"18145"	Suppressed	222505	Suppressed	Suppressed
	"Spencer County, IN"	"18147"	Suppressed	103502	Suppressed	Suppressed
	"Starke County, IN"	"18149"	Suppressed	115131	Suppressed	Suppressed
	"Steuben County, IN"	"18151"	Suppressed	171638	Suppressed	Suppressed
	"Sullivan County, IN"	"18153"	Suppressed	104749	Suppressed	Suppressed
	"Switzerland County, IN"	"18155"	Suppressed	52725	Suppressed	Suppressed
	"Tippecanoe County, IN"	"18157"	22	927720	2.3714	0.0248%
	"Tipton County, IN"	"18159"	Suppressed	76642	Suppressed	Suppressed
	"Union County, IN"	"18161"	Suppressed	36117	Suppressed	Suppressed
	"Vanderburgh County, IN"	"18163"	47	908618	5.1727	0.0530%
	"Vermillion County, IN"	"18165"	Suppressed	78413	Suppressed	Suppressed
	"Vigo County, IN"	"18167"	28	539809	5.1870	0.0316%
	"Wabash County, IN"	"18169"	Suppressed	159953	Suppressed	Suppressed
	"Warren County, IN"	"18171"	Suppressed	41403	Suppressed	Suppressed
	"Warrick County, IN"	"18173"	Suppressed	309123	Suppressed	Suppressed
	"Washington County, IN"	"18175"	10	138982	Unreliable	0.0113%
	"Wayne County, IN"	"18177"	18	335318	Unreliable	0.0203%
	"Wells County, IN"	"18179"	Suppressed	139573	Suppressed	Suppressed
	"White County, IN"	"18181"	Suppressed	121393	Suppressed	Suppressed
	"Whitley County, IN"	"18183"	Suppressed	167308	Suppressed	Suppressed
	"Adair County, IA"	"19001"	Suppressed	36300	Suppressed	Suppressed
	"Adams County, IA"	"19003"	Suppressed	18944	Suppressed	Suppressed
	"Allamakee County, IA"	"19005"	Suppressed	69861	Suppressed	Suppressed
	"Appanoose County, IA"	"19007"	Suppressed	62696	Suppressed	Suppressed
	"Audubon County, IA"	"19009"	Suppressed	28696	Suppressed	Suppressed
	"Benton County, IA"	"19011"	Suppressed	128378	Suppressed	Suppressed
	"Black Hawk County, IA"	"19013"	29	664450	4.3645	0.0327%
	"Boone County, IA"	"19015"	Suppressed	132456	Suppressed	Suppressed
	"Bremer County, IA"	"19017"	Suppressed	123776	Suppressed	Suppressed
	"Buchanan County, IA"	"19019"	Suppressed	105270	Suppressed	Suppressed
	"Buena Vista County, IA"	"19021"	Suppressed	102080	Suppressed	Suppressed
	"Butler County, IA"	"19023"	Suppressed	74339	Suppressed	Suppressed
	"Calhoun County, IA"	"19025"	Suppressed	49202	Suppressed	Suppressed
	"Carroll County, IA"	"19027"	Suppressed	102415	Suppressed	Suppressed
	"Cass County, IA"	"19029"	Suppressed	66775	Suppressed	Suppressed
	"Cedar County, IA"	"19031"	Suppressed	92141	Suppressed	Suppressed
	"Cerro Gordo County, IA"	"19033"	Suppressed	215922	Suppressed	Suppressed
	"Cherokee County, IA"	"19035"	Suppressed	58179	Suppressed	Suppressed
	"Chickasaw County, IA"	"19037"	Suppressed	60710	Suppressed	Suppressed
	"Clarke County, IA"	"19039"	Suppressed	46484	Suppressed	Suppressed
	"Clay County, IA"	"19041"	Suppressed	82016	Suppressed	Suppressed
	"Clayton County, IA"	"19043"	Suppressed	88336	Suppressed	Suppressed
	"Clinton County, IA"	"19045"	Suppressed	238558	Suppressed	Suppressed
	"Crawford County, IA"	"19047"	Suppressed	85752	Suppressed	Suppressed
	"Dallas County, IA"	"19049"	Suppressed	403925	Suppressed	Suppressed
	"Davis County, IA"	"19051"	Suppressed	44167	Suppressed	Suppressed
	"Decatur County, IA"	"19053"	Suppressed	40710	Suppressed	Suppressed
	"Delaware County, IA"	"19055"	Suppressed	86815	Suppressed	Suppressed
	"Des Moines County, IA"	"19057"	15	199946	Unreliable	0.0169%
	"Dickinson County, IA"	"19059"	Suppressed	85443	Suppressed	Suppressed
	"Dubuque County, IA"	"19061"	Suppressed	483236	Suppressed	Suppressed
	"Emmet County, IA"	"19063"	Suppressed	48845	Suppressed	Suppressed
	"Fayette County, IA"	"19065"	Suppressed	100952	Suppressed	Suppressed
	"Floyd County, IA"	"19067"	Suppressed	79746	Suppressed	Suppressed
	"Franklin County, IA"	"19069"	Suppressed	51613	Suppressed	Suppressed
	"Fremont County, IA"	"19071"	Suppressed	34906	Suppressed	Suppressed
	"Greene County, IA"	"19073"	Suppressed	45358	Suppressed	Suppressed
	"Grundy County, IA"	"19075"	Suppressed	61770	Suppressed	Suppressed
	"Guthrie County, IA"	"19077"	Suppressed	53380	Suppressed	Suppressed
	"Hamilton County, IA"	"19079"	Suppressed	75810	Suppressed	Suppressed
	"Hancock County, IA"	"19081"	Suppressed	54701	Suppressed	Suppressed
	"Hardin County, IA"	"19083"	Suppressed	86393	Suppressed	Suppressed
	"Harrison County, IA"	"19085"	Suppressed	71305	Suppressed	Suppressed
	"Henry County, IA"	"19087"	Suppressed	100025	Suppressed	Suppressed
	"Howard County, IA"	"19089"	Suppressed	46945	Suppressed	Suppressed
	"Humboldt County, IA"	"19091"	Suppressed	47934	Suppressed	Suppressed
	"Ida County, IA"	"19093"	Suppressed	35061	Suppressed	Suppressed
	"Iowa County, IA"	"19095"	Suppressed	81520	Suppressed	Suppressed
	"Jackson County, IA"	"19097"	Suppressed	97351	Suppressed	Suppressed
	"Jasper County, IA"	"19099"	Suppressed	184014	Suppressed	Suppressed
	"Jefferson County, IA"	"19101"	Suppressed	88202	Suppressed	Suppressed
	"Johnson County, IA"	"19103"	Suppressed	721450	Suppressed	Suppressed
	"Jones County, IA"	"19105"	Suppressed	102506	Suppressed	Suppressed
	"Keokuk County, IA"	"19107"	Suppressed	50995	Suppressed	Suppressed
	"Kossuth County, IA"	"19109"	Suppressed	75821	Suppressed	Suppressed
	"Lee County, IA"	"19111"	Suppressed	174967	Suppressed	Suppressed
	"Linn County, IA"	"19113"	38	1099554	3.4559	0.0429%
	"Louisa County, IA"	"19115"	Suppressed	55954	Suppressed	Suppressed
	"Lucas County, IA"	"19117"	Suppressed	43310	Suppressed	Suppressed
	"Lyon County, IA"	"19119"	Suppressed	58686	Suppressed	Suppressed
	"Madison County, IA"	"19121"	Suppressed	78671	Suppressed	Suppressed
	"Mahaska County, IA"	"19123"	Suppressed	111527	Suppressed	Suppressed
	"Marion County, IA"	"19125"	Suppressed	166205	Suppressed	Suppressed
	"Marshall County, IA"	"19127"	Suppressed	203206	Suppressed	Suppressed
	"Mills County, IA"	"19129"	Suppressed	74611	Suppressed	Suppressed
	"Mitchell County, IA"	"19131"	Suppressed	53714	Suppressed	Suppressed
	"Monona County, IA"	"19133"	Suppressed	44734	Suppressed	Suppressed
	"Monroe County, IA"	"19135"	Suppressed	39701	Suppressed	Suppressed
	"Montgomery County, IA"	"19137"	Suppressed	51441	Suppressed	Suppressed
	"Muscatine County, IA"	"19139"	Suppressed	214570	Suppressed	Suppressed
	"O'Brien County, IA"	"19141"	Suppressed	69905	Suppressed	Suppressed
	"Osceola County, IA"	"19143"	Suppressed	30692	Suppressed	Suppressed
	"Page County, IA"	"19145"	Suppressed	77351	Suppressed	Suppressed
	"Palo Alto County, IA"	"19147"	Suppressed	45556	Suppressed	Suppressed
	"Plymouth County, IA"	"19149"	Suppressed	125051	Suppressed	Suppressed
	"Pocahontas County, IA"	"19151"	Suppressed	35032	Suppressed	Suppressed
	"Polk County, IA"	"19153"	96	2335125	4.1111	0.1083%
	"Pottawattamie County, IA"	"19155"	23	466495	4.9304	0.0259%
	"Poweshiek County, IA"	"19157"	Suppressed	92666	Suppressed	Suppressed
	"Ringgold County, IA"	"19159"	Suppressed	25293	Suppressed	Suppressed
	"Sac County, IA"	"19161"	Suppressed	49820	Suppressed	Suppressed
	"Scott County, IA"	"19163"	32	858881	3.7258	0.0361%
	"Shelby County, IA"	"19165"	Suppressed	59264	Suppressed	Suppressed
	"Sioux County, IA"	"19167"	Suppressed	173923	Suppressed	Suppressed
	"Story County, IA"	"19169"	Suppressed	477092	Suppressed	Suppressed
	"Tama County, IA"	"19171"	Suppressed	86741	Suppressed	Suppressed
	"Taylor County, IA"	"19173"	Suppressed	30903	Suppressed	Suppressed
	"Union County, IA"	"19175"	Suppressed	62438	Suppressed	Suppressed
	"Van Buren County, IA"	"19177"	Suppressed	36676	Suppressed	Suppressed
	"Wapello County, IA"	"19179"	Suppressed	175802	Suppressed	Suppressed
	"Warren County, IA"	"19181"	Suppressed	243772	Suppressed	Suppressed
	"Washington County, IA"	"19183"	Suppressed	110894	Suppressed	Suppressed
	"Wayne County, IA"	"19185"	Suppressed	32110	Suppressed	Suppressed
	"Webster County, IA"	"19187"	Suppressed	184444	Suppressed	Suppressed
	"Winnebago County, IA"	"19189"	Suppressed	52940	Suppressed	Suppressed
	"Winneshiek County, IA"	"19191"	Suppressed	103233	Suppressed	Suppressed
	"Woodbury County, IA"	"19193"	Suppressed	512391	Suppressed	Suppressed
	"Worth County, IA"	"19195"	Suppressed	37775	Suppressed	Suppressed
	"Wright County, IA"	"19197"	Suppressed	64148	Suppressed	Suppressed
	"Allen County, KS"	"20001"	Suppressed	63983	Suppressed	Suppressed
	"Anderson County, KS"	"20003"	Suppressed	39248	Suppressed	Suppressed
	"Atchison County, KS"	"20005"	Suppressed	82372	Suppressed	Suppressed
	"Barber County, KS"	"20007"	Suppressed	23941	Suppressed	Suppressed
	"Barton County, KS"	"20009"	Suppressed	135248	Suppressed	Suppressed
	"Bourbon County, KS"	"20011"	Suppressed	73707	Suppressed	Suppressed
	"Brown County, KS"	"20013"	Suppressed	48913	Suppressed	Suppressed
	"Butler County, KS"	"20015"	Suppressed	332674	Suppressed	Suppressed
	"Chase County, KS"	"20017"	Suppressed	13423	Suppressed	Suppressed
	"Chautauqua County, KS"	"20019"	Suppressed	17172	Suppressed	Suppressed
	"Cherokee County, KS"	"20021"	Suppressed	102659	Suppressed	Suppressed
	"Cheyenne County, KS"	"20023"	Suppressed	13410	Suppressed	Suppressed
	"Clark County, KS"	"20025"	Suppressed	10509	Suppressed	Suppressed
	"Clay County, KS"	"20027"	Suppressed	41171	Suppressed	Suppressed
	"Cloud County, KS"	"20029"	Suppressed	46037	Suppressed	Suppressed
	"Coffey County, KS"	"20031"	Suppressed	41886	Suppressed	Suppressed
	"Comanche County, KS"	"20033"	Suppressed	9404	Suppressed	Suppressed
	"Cowley County, KS"	"20035"	Suppressed	179069	Suppressed	Suppressed
	"Crawford County, KS"	"20037"	Suppressed	195983	Suppressed	Suppressed
	"Decatur County, KS"	"20039"	Suppressed	14487	Suppressed	Suppressed
	"Dickinson County, KS"	"20041"	Suppressed	96272	Suppressed	Suppressed
	"Doniphan County, KS"	"20043"	Suppressed	38913	Suppressed	Suppressed
	"Douglas County, KS"	"20045"	21	589193	3.5642	0.0237%
	"Edwards County, KS"	"20047"	Suppressed	14774	Suppressed	Suppressed
	"Elk County, KS"	"20049"	Suppressed	12999	Suppressed	Suppressed
	"Ellis County, KS"	"20051"	Suppressed	144685	Suppressed	Suppressed
	"Ellsworth County, KS"	"20053"	Suppressed	31791	Suppressed	Suppressed
	"Finney County, KS"	"20055"	Suppressed	185206	Suppressed	Suppressed
	"Ford County, KS"	"20057"	Suppressed	172502	Suppressed	Suppressed
	"Franklin County, KS"	"20059"	Suppressed	128253	Suppressed	Suppressed
	"Geary County, KS"	"20061"	Suppressed	180568	Suppressed	Suppressed
	"Gove County, KS"	"20063"	Suppressed	13356	Suppressed	Suppressed
	"Graham County, KS"	"20065"	Suppressed	12809	Suppressed	Suppressed
	"Grant County, KS"	"20067"	Suppressed	38671	Suppressed	Suppressed
	"Gray County, KS"	"20069"	Suppressed	30216	Suppressed	Suppressed
	"Greeley County, KS"	"20071"	Suppressed	6466	Suppressed	Suppressed
	"Greenwood County, KS"	"20073"	Suppressed	31270	Suppressed	Suppressed
	"Hamilton County, KS"	"20075"	Suppressed	12862	Suppressed	Suppressed
	"Harper County, KS"	"20077"	Suppressed	28770	Suppressed	Suppressed
	"Harvey County, KS"	"20079"	11	174091	Unreliable	0.0124%
	"Haskell County, KS"	"20081"	Suppressed	20370	Suppressed	Suppressed
	"Hodgeman County, KS"	"20083"	Suppressed	9471	Suppressed	Suppressed
	"Jackson County, KS"	"20085"	Suppressed	66852	Suppressed	Suppressed
	"Jefferson County, KS"	"20087"	Suppressed	94493	Suppressed	Suppressed
	"Jewell County, KS"	"20089"	Suppressed	14810	Suppressed	Suppressed
	"Johnson County, KS"	"20091"	62	2896993	2.1402	0.0699%
	"Kearny County, KS"	"20093"	Suppressed	19671	Suppressed	Suppressed
	"Kingman County, KS"	"20095"	Suppressed	38056	Suppressed	Suppressed
	"Kiowa County, KS"	"20097"	Suppressed	12568	Suppressed	Suppressed
	"Labette County, KS"	"20099"	Suppressed	103268	Suppressed	Suppressed
	"Lane County, KS"	"20101"	Suppressed	8272	Suppressed	Suppressed
	"Leavenworth County, KS"	"20103"	13	397596	Unreliable	0.0147%
	"Lincoln County, KS"	"20105"	Suppressed	15535	Suppressed	Suppressed
	"Linn County, KS"	"20107"	Suppressed	47838	Suppressed	Suppressed
	"Logan County, KS"	"20109"	Suppressed	14069	Suppressed	Suppressed
	"Lyon County, KS"	"20111"	Suppressed	166963	Suppressed	Suppressed
	"McPherson County, KS"	"20113"	Suppressed	145263	Suppressed	Suppressed
	"Marion County, KS"	"20115"	Suppressed	60628	Suppressed	Suppressed
	"Marshall County, KS"	"20117"	Suppressed	49525	Suppressed	Suppressed
	"Meade County, KS"	"20119"	Suppressed	21549	Suppressed	Suppressed
	"Miami County, KS"	"20121"	Suppressed	164635	Suppressed	Suppressed
	"Mitchell County, KS"	"20123"	Suppressed	31315	Suppressed	Suppressed
	"Montgomery County, KS"	"20125"	Suppressed	166973	Suppressed	Suppressed
	"Morris County, KS"	"20127"	Suppressed	28112	Suppressed	Suppressed
	"Morton County, KS"	"20129"	Suppressed	14848	Suppressed	Suppressed
	"Nemaha County, KS"	"20131"	Suppressed	50895	Suppressed	Suppressed
	"Neosho County, KS"	"20133"	Suppressed	81353	Suppressed	Suppressed
	"Ness County, KS"	"20135"	Suppressed	15014	Suppressed	Suppressed
	"Norton County, KS"	"20137"	Suppressed	27666	Suppressed	Suppressed
	"Osage County, KS"	"20139"	Suppressed	79540	Suppressed	Suppressed
	"Osborne County, KS"	"20141"	Suppressed	18509	Suppressed	Suppressed
	"Ottawa County, KS"	"20143"	Suppressed	29865	Suppressed	Suppressed
	"Pawnee County, KS"	"20145"	Suppressed	34148	Suppressed	Suppressed
	"Phillips County, KS"	"20147"	Suppressed	27299	Suppressed	Suppressed
	"Pottawatomie County, KS"	"20149"	Suppressed	116455	Suppressed	Suppressed
	"Pratt County, KS"	"20151"	Suppressed	48550	Suppressed	Suppressed
	"Rawlins County, KS"	"20153"	Suppressed	12725	Suppressed	Suppressed
	"Reno County, KS"	"20155"	Suppressed	317432	Suppressed	Suppressed
	"Republic County, KS"	"20157"	Suppressed	23738	Suppressed	Suppressed
	"Rice County, KS"	"20159"	Suppressed	49494	Suppressed	Suppressed
	"Riley County, KS"	"20161"	10	373350	Unreliable	0.0113%
	"Rooks County, KS"	"20163"	Suppressed	25638	Suppressed	Suppressed
	"Rush County, KS"	"20165"	Suppressed	15674	Suppressed	Suppressed
	"Russell County, KS"	"20167"	Suppressed	34831	Suppressed	Suppressed
	"Saline County, KS"	"20169"	12	277062	Unreliable	0.0135%
	"Scott County, KS"	"20171"	Suppressed	25072	Suppressed	Suppressed
	"Sedgwick County, KS"	"20173"	151	2551474	5.9181	0.1703%
	"Seward County, KS"	"20175"	Suppressed	114875	Suppressed	Suppressed
	"Shawnee County, KS"	"20177"	80	892295	8.9656	0.0902%
	"Sheridan County, KS"	"20179"	Suppressed	12640	Suppressed	Suppressed
	"Sherman County, KS"	"20181"	Suppressed	30103	Suppressed	Suppressed
	"Smith County, KS"	"20183"	Suppressed	18479	Suppressed	Suppressed
	"Stafford County, KS"	"20185"	Suppressed	21307	Suppressed	Suppressed
	"Stanton County, KS"	"20187"	Suppressed	10499	Suppressed	Suppressed
	"Stevens County, KS"	"20189"	Suppressed	28619	Suppressed	Suppressed
	"Sumner County, KS"	"20191"	Suppressed	117085	Suppressed	Suppressed
	"Thomas County, KS"	"20193"	Suppressed	39423	Suppressed	Suppressed
	"Trego County, KS"	"20195"	Suppressed	14565	Suppressed	Suppressed
	"Wabaunsee County, KS"	"20197"	Suppressed	34789	Suppressed	Suppressed
	"Wallace County, KS"	"20199"	Suppressed	7614	Suppressed	Suppressed
	"Washington County, KS"	"20201"	Suppressed	27856	Suppressed	Suppressed
	"Wichita County, KS"	"20203"	Suppressed	10762	Suppressed	Suppressed
	"Wilson County, KS"	"20205"	Suppressed	44387	Suppressed	Suppressed
	"Woodson County, KS"	"20207"	Suppressed	15805	Suppressed	Suppressed
	"Wyandotte County, KS"	"20209"	161	814508	19.7665	0.1816%
	"Adair County, KY"	"21001"	Suppressed	95728	Suppressed	Suppressed
	"Allen County, KY"	"21003"	Suppressed	102899	Suppressed	Suppressed
	"Anderson County, KY"	"21005"	Suppressed	110380	Suppressed	Suppressed
	"Ballard County, KY"	"21007"	Suppressed	40877	Suppressed	Suppressed
	"Barren County, KY"	"21009"	Suppressed	217539	Suppressed	Suppressed
	"Bath County, KY"	"21011"	Suppressed	61100	Suppressed	Suppressed
	"Bell County, KY"	"21013"	Suppressed	137011	Suppressed	Suppressed
	"Boone County, KY"	"21015"	11	637831	Unreliable	0.0124%
	"Bourbon County, KY"	"21017"	Suppressed	100145	Suppressed	Suppressed
	"Boyd County, KY"	"21019"	Suppressed	242154	Suppressed	Suppressed
	"Boyle County, KY"	"21021"	Suppressed	148470	Suppressed	Suppressed
	"Bracken County, KY"	"21023"	Suppressed	41810	Suppressed	Suppressed
	"Breathitt County, KY"	"21025"	Suppressed	66668	Suppressed	Suppressed
	"Breckinridge County, KY"	"21027"	Suppressed	100018	Suppressed	Suppressed
	"Bullitt County, KY"	"21029"	13	392908	Unreliable	0.0147%
	"Butler County, KY"	"21031"	Suppressed	64282	Suppressed	Suppressed
	"Caldwell County, KY"	"21033"	Suppressed	63436	Suppressed	Suppressed
	"Calloway County, KY"	"21035"	Suppressed	191638	Suppressed	Suppressed
	"Campbell County, KY"	"21037"	10	459586	Unreliable	0.0113%
	"Carlisle County, KY"	"21039"	Suppressed	24554	Suppressed	Suppressed
	"Carroll County, KY"	"21041"	Suppressed	53859	Suppressed	Suppressed
	"Carter County, KY"	"21043"	Suppressed	135773	Suppressed	Suppressed
	"Casey County, KY"	"21045"	Suppressed	79331	Suppressed	Suppressed
	"Christian County, KY"	"21047"	30	364493	8.2306	0.0338%
	"Clark County, KY"	"21049"	Suppressed	178994	Suppressed	Suppressed
	"Clay County, KY"	"21051"	14	104656	Unreliable	0.0158%
	"Clinton County, KY"	"21053"	Suppressed	50938	Suppressed	Suppressed
	"Crittenden County, KY"	"21055"	Suppressed	45934	Suppressed	Suppressed
	"Cumberland County, KY"	"21057"	Suppressed	33737	Suppressed	Suppressed
	"Daviess County, KY"	"21059"	Suppressed	495800	Suppressed	Suppressed
	"Edmonson County, KY"	"21061"	Suppressed	60422	Suppressed	Suppressed
	"Elliott County, KY"	"21063"	Suppressed	38068	Suppressed	Suppressed
	"Estill County, KY"	"21065"	Suppressed	71894	Suppressed	Suppressed
	"Fayette County, KY"	"21067"	108	1574121	6.8610	0.1218%
	"Fleming County, KY"	"21069"	Suppressed	72643	Suppressed	Suppressed
	"Floyd County, KY"	"21071"	10	187973	Unreliable	0.0113%
	"Franklin County, KY"	"21073"	13	250948	Unreliable	0.0147%
	"Fulton County, KY"	"21075"	Suppressed	31259	Suppressed	Suppressed
	"Gallatin County, KY"	"21077"	Suppressed	43084	Suppressed	Suppressed
	"Garrard County, KY"	"21079"	Suppressed	85825	Suppressed	Suppressed
	"Grant County, KY"	"21081"	Suppressed	124292	Suppressed	Suppressed
	"Graves County, KY"	"21083"	11	186793	Unreliable	0.0124%
	"Grayson County, KY"	"21085"	Suppressed	130954	Suppressed	Suppressed
	"Green County, KY"	"21087"	Suppressed	55358	Suppressed	Suppressed
	"Greenup County, KY"	"21089"	Suppressed	180306	Suppressed	Suppressed
	"Hancock County, KY"	"21091"	Suppressed	43743	Suppressed	Suppressed
	"Hardin County, KY"	"21093"	29	538283	5.3875	0.0327%
	"Harlan County, KY"	"21095"	Suppressed	138246	Suppressed	Suppressed
	"Harrison County, KY"	"21097"	Suppressed	93300	Suppressed	Suppressed
	"Hart County, KY"	"21099"	Suppressed	93008	Suppressed	Suppressed
	"Henderson County, KY"	"21101"	Suppressed	231402	Suppressed	Suppressed
	"Henry County, KY"	"21103"	Suppressed	78461	Suppressed	Suppressed
	"Hickman County, KY"	"21105"	Suppressed	23238	Suppressed	Suppressed
	"Hopkins County, KY"	"21107"	Suppressed	230683	Suppressed	Suppressed
	"Jackson County, KY"	"21109"	Suppressed	66867	Suppressed	Suppressed
	"Jefferson County, KY"	"21111"	447	3816991	11.7108	0.5042%
	"Jessamine County, KY"	"21113"	11	258681	Unreliable	0.0124%
	"Johnson County, KY"	"21115"	Suppressed	115458	Suppressed	Suppressed
	"Kenton County, KY"	"21117"	30	822430	3.6477	0.0338%
	"Knott County, KY"	"21119"	Suppressed	78396	Suppressed	Suppressed
	"Knox County, KY"	"21121"	12	158232	Unreliable	0.0135%
	"Larue County, KY"	"21123"	Suppressed	70786	Suppressed	Suppressed
	"Laurel County, KY"	"21125"	19	300096	Unreliable	0.0214%
	"Lawrence County, KY"	"21127"	Suppressed	78987	Suppressed	Suppressed
	"Lee County, KY"	"21129"	Suppressed	34756	Suppressed	Suppressed
	"Leslie County, KY"	"21131"	Suppressed	53520	Suppressed	Suppressed
	"Letcher County, KY"	"21133"	Suppressed	115213	Suppressed	Suppressed
	"Lewis County, KY"	"21135"	Suppressed	68149	Suppressed	Suppressed
	"Lincoln County, KY"	"21137"	Suppressed	122106	Suppressed	Suppressed
	"Livingston County, KY"	"21139"	Suppressed	46572	Suppressed	Suppressed
	"Logan County, KY"	"21141"	Suppressed	134306	Suppressed	Suppressed
	"Lyon County, KY"	"21143"	Suppressed	41338	Suppressed	Suppressed
	"McCracken County, KY"	"21145"	14	326254	Unreliable	0.0158%
	"McCreary County, KY"	"21147"	Suppressed	88706	Suppressed	Suppressed
	"McLean County, KY"	"21149"	Suppressed	47162	Suppressed	Suppressed
	"Madison County, KY"	"21151"	21	441527	4.7562	0.0237%
	"Magoffin County, KY"	"21153"	Suppressed	63893	Suppressed	Suppressed
	"Marion County, KY"	"21155"	Suppressed	98017	Suppressed	Suppressed
	"Marshall County, KY"	"21157"	Suppressed	155908	Suppressed	Suppressed
	"Martin County, KY"	"21159"	Suppressed	60945	Suppressed	Suppressed
	"Mason County, KY"	"21161"	Suppressed	85907	Suppressed	Suppressed
	"Meade County, KY"	"21163"	Suppressed	142553	Suppressed	Suppressed
	"Menifee County, KY"	"21165"	Suppressed	31796	Suppressed	Suppressed
	"Mercer County, KY"	"21167"	Suppressed	107073	Suppressed	Suppressed
	"Metcalfe County, KY"	"21169"	Suppressed	50007	Suppressed	Suppressed
	"Monroe County, KY"	"21171"	Suppressed	53299	Suppressed	Suppressed
	"Montgomery County, KY"	"21173"	Suppressed	138032	Suppressed	Suppressed
	"Morgan County, KY"	"21175"	Suppressed	66444	Suppressed	Suppressed
	"Muhlenberg County, KY"	"21177"	Suppressed	155413	Suppressed	Suppressed
	"Nelson County, KY"	"21179"	13	225677	Unreliable	0.0147%
	"Nicholas County, KY"	"21181"	Suppressed	35425	Suppressed	Suppressed
	"Ohio County, KY"	"21183"	Suppressed	120741	Suppressed	Suppressed
	"Oldham County, KY"	"21185"	Suppressed	322704	Suppressed	Suppressed
	"Owen County, KY"	"21187"	Suppressed	53444	Suppressed	Suppressed
	"Owsley County, KY"	"21189"	Suppressed	22549	Suppressed	Suppressed
	"Pendleton County, KY"	"21191"	Suppressed	72604	Suppressed	Suppressed
	"Perry County, KY"	"21193"	15	137068	Unreliable	0.0169%
	"Pike County, KY"	"21195"	13	307644	Unreliable	0.0147%
	"Powell County, KY"	"21197"	Suppressed	61879	Suppressed	Suppressed
	"Pulaski County, KY"	"21199"	14	319919	Unreliable	0.0158%
	"Robertson County, KY"	"21201"	Suppressed	10859	Suppressed	Suppressed
	"Rockcastle County, KY"	"21203"	Suppressed	84009	Suppressed	Suppressed
	"Rowan County, KY"	"21205"	Suppressed	120042	Suppressed	Suppressed
	"Russell County, KY"	"21207"	Suppressed	88685	Suppressed	Suppressed
	"Scott County, KY"	"21209"	Suppressed	262496	Suppressed	Suppressed
	"Shelby County, KY"	"21211"	Suppressed	228552	Suppressed	Suppressed
	"Simpson County, KY"	"21213"	Suppressed	89816	Suppressed	Suppressed
	"Spencer County, KY"	"21215"	Suppressed	89980	Suppressed	Suppressed
	"Taylor County, KY"	"21217"	Suppressed	126195	Suppressed	Suppressed
	"Todd County, KY"	"21219"	Suppressed	62092	Suppressed	Suppressed
	"Trigg County, KY"	"21221"	Suppressed	71376	Suppressed	Suppressed
	"Trimble County, KY"	"21223"	Suppressed	43552	Suppressed	Suppressed
	"Union County, KY"	"21225"	Suppressed	74792	Suppressed	Suppressed
	"Warren County, KY"	"21227"	25	616058	4.0581	0.0282%
	"Washington County, KY"	"21229"	Suppressed	60212	Suppressed	Suppressed
	"Wayne County, KY"	"21231"	Suppressed	102797	Suppressed	Suppressed
	"Webster County, KY"	"21233"	Suppressed	66192	Suppressed	Suppressed
	"Whitley County, KY"	"21235"	15	179708	Unreliable	0.0169%
	"Wolfe County, KY"	"21237"	Suppressed	36144	Suppressed	Suppressed
	"Woodford County, KY"	"21239"	Suppressed	129123	Suppressed	Suppressed
	"Acadia Parish, LA"	"22001"	33	312502	10.5599	0.0372%
	"Allen Parish, LA"	"22003"	Suppressed	128238	Suppressed	Suppressed
	"Ascension Parish, LA"	"22005"	44	595412	7.3898	0.0496%
	"Assumption Parish, LA"	"22007"	Suppressed	114284	Suppressed	Suppressed
	"Avoyelles Parish, LA"	"22009"	15	205644	Unreliable	0.0169%
	"Beauregard Parish, LA"	"22011"	12	182682	Unreliable	0.0135%
	"Bienville Parish, LA"	"22013"	Suppressed	69155	Suppressed	Suppressed
	"Bossier Parish, LA"	"22015"	38	627753	6.0533	0.0429%
	"Caddo Parish, LA"	"22017"	190	1254382	15.1469	0.2143%
	"Calcasieu Parish, LA"	"22019"	64	994334	6.4365	0.0722%
	"Caldwell Parish, LA"	"22021"	Suppressed	49913	Suppressed	Suppressed
	"Cameron Parish, LA"	"22023"	Suppressed	34034	Suppressed	Suppressed
	"Catahoula Parish, LA"	"22025"	Suppressed	50332	Suppressed	Suppressed
	"Claiborne Parish, LA"	"22027"	Suppressed	81458	Suppressed	Suppressed
	"Concordia Parish, LA"	"22029"	14	100836	Unreliable	0.0158%
	"De Soto Parish, LA"	"22031"	Suppressed	135766	Suppressed	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	427	2231327	19.1366	0.4816%
	"East Carroll Parish, LA"	"22035"	Suppressed	36720	Suppressed	Suppressed
	"East Feliciana Parish, LA"	"22037"	15	98332	Unreliable	0.0169%
	"Evangeline Parish, LA"	"22039"	11	168438	Unreliable	0.0124%
	"Franklin Parish, LA"	"22041"	Suppressed	102012	Suppressed	Suppressed
	"Grant Parish, LA"	"22043"	Suppressed	111458	Suppressed	Suppressed
	"Iberia Parish, LA"	"22045"	32	367343	8.7112	0.0361%
	"Iberville Parish, LA"	"22047"	14	165736	Unreliable	0.0158%
	"Jackson Parish, LA"	"22049"	Suppressed	79618	Suppressed	Suppressed
	"Jefferson Parish, LA"	"22051"	284	2182317	13.0137	0.3203%
	"Jefferson Davis Parish, LA"	"22053"	20	157107	12.7302	0.0226%
	"Lafayette Parish, LA"	"22055"	94	1190470	7.8960	0.1060%
