"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Carroll County, IA"	"19027"	Suppressed	20320	Suppressed
	"Cass County, IA"	"19029"	Suppressed	13145	Suppressed
	"Cedar County, IA"	"19031"	Suppressed	18543	Suppressed
	"Cerro Gordo County, IA"	"19033"	Suppressed	43006	Suppressed
	"Cherokee County, IA"	"19035"	Suppressed	11316	Suppressed
	"Chickasaw County, IA"	"19037"	Suppressed	12005	Suppressed
	"Clarke County, IA"	"19039"	Suppressed	9374	Suppressed
	"Clay County, IA"	"19041"	Suppressed	16170	Suppressed
	"Clayton County, IA"	"19043"	Suppressed	17637	Suppressed
	"Clinton County, IA"	"19045"	Suppressed	47010	Suppressed
	"Crawford County, IA"	"19047"	Suppressed	17056	Suppressed
	"Dallas County, IA"	"19049"	Suppressed	87235	Suppressed
	"Davis County, IA"	"19051"	Suppressed	8966	Suppressed
	"Decatur County, IA"	"19053"	Suppressed	7950	Suppressed
	"Delaware County, IA"	"19055"	Suppressed	17153	Suppressed
	"Des Moines County, IA"	"19057"	Suppressed	39417	Suppressed
	"Dickinson County, IA"	"19059"	Suppressed	17199	Suppressed
	"Dubuque County, IA"	"19061"	Suppressed	97041	Suppressed
	"Emmet County, IA"	"19063"	Suppressed	9432	Suppressed
	"Fayette County, IA"	"19065"	Suppressed	19796	Suppressed
	"Floyd County, IA"	"19067"	Suppressed	15744	Suppressed
	"Franklin County, IA"	"19069"	Suppressed	10164	Suppressed
	"Fremont County, IA"	"19071"	Suppressed	6948	Suppressed
	"Greene County, IA"	"19073"	Suppressed	8981	Suppressed
	"Grundy County, IA"	"19075"	Suppressed	12333	Suppressed
	"Guthrie County, IA"	"19077"	Suppressed	10670	Suppressed
	"Hamilton County, IA"	"19079"	Suppressed	15115	Suppressed
	"Hancock County, IA"	"19081"	Suppressed	10771	Suppressed
	"Hardin County, IA"	"19083"	Suppressed	17048	Suppressed
	"Harrison County, IA"	"19085"	Suppressed	14136	Suppressed
	"Henry County, IA"	"19087"	Suppressed	19863	Suppressed
	"Howard County, IA"	"19089"	Suppressed	9228	Suppressed
	"Humboldt County, IA"	"19091"	Suppressed	9564	Suppressed
	"Ida County, IA"	"19093"	Suppressed	6865	Suppressed
	"Iowa County, IA"	"19095"	Suppressed	16103	Suppressed
	"Jackson County, IA"	"19097"	Suppressed	19366	Suppressed
	"Jasper County, IA"	"19099"	Suppressed	36966	Suppressed
	"Jefferson County, IA"	"19101"	Suppressed	18422	Suppressed
	"Johnson County, IA"	"19103"	Suppressed	149210	Suppressed
	"Jones County, IA"	"19105"	Suppressed	20536	Suppressed
	"Keokuk County, IA"	"19107"	Suppressed	10153	Suppressed
	"Kossuth County, IA"	"19109"	Suppressed	14999	Suppressed
	"Lee County, IA"	"19111"	Suppressed	34295	Suppressed
	"Linn County, IA"	"19113"	Suppressed	224115	Suppressed
	"Louisa County, IA"	"19115"	Suppressed	11184	Suppressed
	"Lucas County, IA"	"19117"	Suppressed	8534	Suppressed
	"Lyon County, IA"	"19119"	Suppressed	11792	Suppressed
	"Madison County, IA"	"19121"	Suppressed	16013	Suppressed
	"Mahaska County, IA"	"19123"	Suppressed	22235	Suppressed
	"Marion County, IA"	"19125"	Suppressed	33105	Suppressed
	"Marshall County, IA"	"19127"	Suppressed	40288	Suppressed
	"Mills County, IA"	"19129"	Suppressed	15068	Suppressed
	"Mitchell County, IA"	"19131"	Suppressed	10631	Suppressed
	"Monona County, IA"	"19133"	Suppressed	8740	Suppressed
	"Monroe County, IA"	"19135"	Suppressed	7845	Suppressed
	"Montgomery County, IA"	"19137"	Suppressed	10137	Suppressed
	"Muscatine County, IA"	"19139"	Suppressed	42880	Suppressed
	"O'Brien County, IA"	"19141"	Suppressed	13801	Suppressed
	"Osceola County, IA"	"19143"	Suppressed	6045	Suppressed
	"Page County, IA"	"19145"	Suppressed	15224	Suppressed
	"Palo Alto County, IA"	"19147"	Suppressed	9092	Suppressed
	"Plymouth County, IA"	"19149"	Suppressed	25220	Suppressed
	"Pocahontas County, IA"	"19151"	Suppressed	6846	Suppressed
	"Polk County, IA"	"19153"	26	481830	5.3961
	"Pottawattamie County, IA"	"19155"	Suppressed	93386	Suppressed
	"Poweshiek County, IA"	"19157"	Suppressed	18314	Suppressed
	"Ringgold County, IA"	"19159"	Suppressed	5034	Suppressed
	"Sac County, IA"	"19161"	Suppressed	9817	Suppressed
	"Scott County, IA"	"19163"	10	172509	Unreliable
	"Shelby County, IA"	"19165"	Suppressed	11628	Suppressed
	"Sioux County, IA"	"19167"	Suppressed	34860	Suppressed
	"Story County, IA"	"19169"	Suppressed	97502	Suppressed
	"Tama County, IA"	"19171"	Suppressed	17058	Suppressed
	"Taylor County, IA"	"19173"	Suppressed	6178	Suppressed
	"Union County, IA"	"19175"	Suppressed	12450	Suppressed
	"Van Buren County, IA"	"19177"	Suppressed	7157	Suppressed
	"Wapello County, IA"	"19179"	Suppressed	35044	Suppressed
	"Warren County, IA"	"19181"	Suppressed	50163	Suppressed
	"Washington County, IA"	"19183"	Suppressed	22281	Suppressed
	"Wayne County, IA"	"19185"	Suppressed	6476	Suppressed
	"Webster County, IA"	"19187"	Suppressed	36605	Suppressed
	"Winnebago County, IA"	"19189"	Suppressed	10587	Suppressed
	"Winneshiek County, IA"	"19191"	Suppressed	20201	Suppressed
	"Woodbury County, IA"	"19193"	Suppressed	102429	Suppressed
	"Worth County, IA"	"19195"	Suppressed	7469	Suppressed
	"Wright County, IA"	"19197"	Suppressed	12784	Suppressed
	"Allen County, KS"	"20001"	Suppressed	12519	Suppressed
	"Anderson County, KS"	"20003"	Suppressed	7833	Suppressed
	"Atchison County, KS"	"20005"	Suppressed	16332	Suppressed
	"Barber County, KS"	"20007"	Suppressed	4586	Suppressed
	"Barton County, KS"	"20009"	Suppressed	26476	Suppressed
	"Bourbon County, KS"	"20011"	Suppressed	14754	Suppressed
	"Brown County, KS"	"20013"	Suppressed	9641	Suppressed
	"Butler County, KS"	"20015"	Suppressed	66878	Suppressed
	"Chase County, KS"	"20017"	Suppressed	2683	Suppressed
	"Chautauqua County, KS"	"20019"	Suppressed	3363	Suppressed
	"Cherokee County, KS"	"20021"	Suppressed	20115	Suppressed
	"Cheyenne County, KS"	"20023"	Suppressed	2683	Suppressed
	"Clark County, KS"	"20025"	Suppressed	2004	Suppressed
	"Clay County, KS"	"20027"	Suppressed	7958	Suppressed
	"Cloud County, KS"	"20029"	Suppressed	8991	Suppressed
	"Coffey County, KS"	"20031"	Suppressed	8224	Suppressed
	"Comanche County, KS"	"20033"	Suppressed	1790	Suppressed
	"Cowley County, KS"	"20035"	Suppressed	35361	Suppressed
	"Crawford County, KS"	"20037"	Suppressed	39034	Suppressed
	"Decatur County, KS"	"20039"	Suppressed	2885	Suppressed
	"Dickinson County, KS"	"20041"	Suppressed	18902	Suppressed
	"Doniphan County, KS"	"20043"	Suppressed	7727	Suppressed
	"Douglas County, KS"	"20045"	Suppressed	120793	Suppressed
	"Edwards County, KS"	"20047"	Suppressed	2893	Suppressed
	"Elk County, KS"	"20049"	Suppressed	2498	Suppressed
	"Ellis County, KS"	"20051"	Suppressed	28689	Suppressed
	"Ellsworth County, KS"	"20053"	Suppressed	6330	Suppressed
	"Finney County, KS"	"20055"	Suppressed	37084	Suppressed
	"Ford County, KS"	"20057"	Suppressed	34381	Suppressed
	"Franklin County, KS"	"20059"	Suppressed	25733	Suppressed
	"Geary County, KS"	"20061"	Suppressed	33855	Suppressed
	"Gove County, KS"	"20063"	Suppressed	2631	Suppressed
	"Graham County, KS"	"20065"	Suppressed	2495	Suppressed
	"Grant County, KS"	"20067"	Suppressed	7526	Suppressed
	"Gray County, KS"	"20069"	Suppressed	5958	Suppressed
	"Greeley County, KS"	"20071"	Suppressed	1249	Suppressed
	"Greenwood County, KS"	"20073"	Suppressed	6123	Suppressed
	"Hamilton County, KS"	"20075"	Suppressed	2640	Suppressed
	"Harper County, KS"	"20077"	Suppressed	5590	Suppressed
	"Harvey County, KS"	"20079"	Suppressed	34544	Suppressed
	"Haskell County, KS"	"20081"	Suppressed	4053	Suppressed
	"Hodgeman County, KS"	"20083"	Suppressed	1842	Suppressed
	"Jackson County, KS"	"20085"	Suppressed	13318	Suppressed
	"Jefferson County, KS"	"20087"	Suppressed	18998	Suppressed
	"Jewell County, KS"	"20089"	Suppressed	2850	Suppressed
	"Johnson County, KS"	"20091"	16	591178	Unreliable
	"Kearny County, KS"	"20093"	Suppressed	3960	Suppressed
	"Kingman County, KS"	"20095"	Suppressed	7360	Suppressed
	"Kiowa County, KS"	"20097"	Suppressed	2485	Suppressed
	"Labette County, KS"	"20099"	Suppressed	20145	Suppressed
	"Lane County, KS"	"20101"	Suppressed	1559	Suppressed
	"Leavenworth County, KS"	"20103"	Suppressed	81095	Suppressed
	"Lincoln County, KS"	"20105"	Suppressed	3043	Suppressed
	"Linn County, KS"	"20107"	Suppressed	9726	Suppressed
	"Logan County, KS"	"20109"	Suppressed	2821	Suppressed
	"Lyon County, KS"	"20111"	Suppressed	33392	Suppressed
	"McPherson County, KS"	"20113"	Suppressed	28708	Suppressed
	"Marion County, KS"	"20115"	Suppressed	11986	Suppressed
	"Marshall County, KS"	"20117"	Suppressed	9745	Suppressed
	"Meade County, KS"	"20119"	Suppressed	4303	Suppressed
	"Miami County, KS"	"20121"	Suppressed	33461	Suppressed
	"Mitchell County, KS"	"20123"	Suppressed	6128	Suppressed
	"Montgomery County, KS"	"20125"	Suppressed	32556	Suppressed
	"Morris County, KS"	"20127"	Suppressed	5455	Suppressed
	"Morton County, KS"	"20129"	Suppressed	2740	Suppressed
	"Nemaha County, KS"	"20131"	Suppressed	10118	Suppressed
	"Neosho County, KS"	"20133"	Suppressed	16015	Suppressed
	"Ness County, KS"	"20135"	Suppressed	2869	Suppressed
	"Norton County, KS"	"20137"	Suppressed	5441	Suppressed
	"Osage County, KS"	"20139"	Suppressed	15772	Suppressed
	"Osborne County, KS"	"20141"	Suppressed	3610	Suppressed
	"Ottawa County, KS"	"20143"	Suppressed	5863	Suppressed
	"Pawnee County, KS"	"20145"	Suppressed	6680	Suppressed
	"Phillips County, KS"	"20147"	Suppressed	5370	Suppressed
	"Pottawatomie County, KS"	"20149"	Suppressed	23908	Suppressed
	"Pratt County, KS"	"20151"	Suppressed	9547	Suppressed
	"Rawlins County, KS"	"20153"	Suppressed	2497	Suppressed
	"Reno County, KS"	"20155"	Suppressed	62510	Suppressed
	"Republic County, KS"	"20157"	Suppressed	4691	Suppressed
	"Rice County, KS"	"20159"	Suppressed	9660	Suppressed
	"Riley County, KS"	"20161"	Suppressed	74172	Suppressed
	"Rooks County, KS"	"20163"	Suppressed	5043	Suppressed
	"Rush County, KS"	"20165"	Suppressed	3103	Suppressed
	"Russell County, KS"	"20167"	Suppressed	6915	Suppressed
	"Saline County, KS"	"20169"	Suppressed	54734	Suppressed
	"Scott County, KS"	"20171"	Suppressed	4961	Suppressed
	"Sedgwick County, KS"	"20173"	37	513687	7.2028
	"Seward County, KS"	"20175"	Suppressed	22159	Suppressed
	"Shawnee County, KS"	"20177"	28	178187	15.7138
	"Sheridan County, KS"	"20179"	Suppressed	2527	Suppressed
	"Sherman County, KS"	"20181"	Suppressed	5930	Suppressed
	"Smith County, KS"	"20183"	Suppressed	3668	Suppressed
	"Stafford County, KS"	"20185"	Suppressed	4207	Suppressed
	"Stanton County, KS"	"20187"	Suppressed	2060	Suppressed
	"Stevens County, KS"	"20189"	Suppressed	5612	Suppressed
	"Sumner County, KS"	"20191"	Suppressed	23159	Suppressed
	"Thomas County, KS"	"20193"	Suppressed	7788	Suppressed
	"Trego County, KS"	"20195"	Suppressed	2884	Suppressed
	"Wabaunsee County, KS"	"20197"	Suppressed	6874	Suppressed
	"Wallace County, KS"	"20199"	Suppressed	1524	Suppressed
	"Washington County, KS"	"20201"	Suppressed	5485	Suppressed
	"Wichita County, KS"	"20203"	Suppressed	2125	Suppressed
	"Wilson County, KS"	"20205"	Suppressed	8675	Suppressed
	"Woodson County, KS"	"20207"	Suppressed	3147	Suppressed
	"Wyandotte County, KS"	"20209"	37	165288	22.3852
	"Adair County, KY"	"21001"	Suppressed	19485	Suppressed
	"Allen County, KY"	"21003"	Suppressed	20933	Suppressed
	"Anderson County, KY"	"21005"	Suppressed	22544	Suppressed
	"Ballard County, KY"	"21007"	Suppressed	8039	Suppressed
	"Barren County, KY"	"21009"	Suppressed	43801	Suppressed
	"Bath County, KY"	"21011"	Suppressed	12378	Suppressed
	"Bell County, KY"	"21013"	Suppressed	26894	Suppressed
	"Boone County, KY"	"21015"	Suppressed	130728	Suppressed
	"Bourbon County, KY"	"21017"	Suppressed	20029	Suppressed
	"Boyd County, KY"	"21019"	Suppressed	47979	Suppressed
	"Boyle County, KY"	"21021"	Suppressed	29924	Suppressed
	"Bracken County, KY"	"21023"	Suppressed	8267	Suppressed
	"Breathitt County, KY"	"21025"	Suppressed	12946	Suppressed
	"Breckinridge County, KY"	"21027"	Suppressed	20111	Suppressed
	"Bullitt County, KY"	"21029"	Suppressed	80246	Suppressed
	"Butler County, KY"	"21031"	Suppressed	12831	Suppressed
	"Caldwell County, KY"	"21033"	Suppressed	12639	Suppressed
	"Calloway County, KY"	"21035"	Suppressed	38919	Suppressed
	"Campbell County, KY"	"21037"	Suppressed	92488	Suppressed
	"Carlisle County, KY"	"21039"	Suppressed	4846	Suppressed
	"Carroll County, KY"	"21041"	Suppressed	10713	Suppressed
	"Carter County, KY"	"21043"	Suppressed	27144	Suppressed
	"Casey County, KY"	"21045"	Suppressed	15750	Suppressed
	"Christian County, KY"	"21047"	Suppressed	70416	Suppressed
	"Clark County, KY"	"21049"	Suppressed	36046	Suppressed
	"Clay County, KY"	"21051"	Suppressed	20366	Suppressed
	"Clinton County, KY"	"21053"	Suppressed	10276	Suppressed
	"Crittenden County, KY"	"21055"	Suppressed	9084	Suppressed
	"Cumberland County, KY"	"21057"	Suppressed	6706	Suppressed
	"Daviess County, KY"	"21059"	Suppressed	100374	Suppressed
	"Edmonson County, KY"	"21061"	Suppressed	12226	Suppressed
	"Elliott County, KY"	"21063"	Suppressed	7523	Suppressed
	"Estill County, KY"	"21065"	Suppressed	14277	Suppressed
	"Fayette County, KY"	"21067"	27	321959	8.3862
	"Fleming County, KY"	"21069"	Suppressed	14446	Suppressed
	"Floyd County, KY"	"21071"	Suppressed	36271	Suppressed
	"Franklin County, KY"	"21073"	Suppressed	50485	Suppressed
	"Fulton County, KY"	"21075"	Suppressed	6192	Suppressed
	"Gallatin County, KY"	"21077"	Suppressed	8776	Suppressed
	"Garrard County, KY"	"21079"	Suppressed	17523	Suppressed
	"Grant County, KY"	"21081"	Suppressed	24984	Suppressed
	"Graves County, KY"	"21083"	Suppressed	37121	Suppressed
	"Grayson County, KY"	"21085"	Suppressed	26358	Suppressed
	"Green County, KY"	"21087"	Suppressed	11065	Suppressed
	"Greenup County, KY"	"21089"	Suppressed	35518	Suppressed
	"Hancock County, KY"	"21091"	Suppressed	8801	Suppressed
	"Hardin County, KY"	"21093"	Suppressed	108071	Suppressed
	"Harlan County, KY"	"21095"	Suppressed	26713	Suppressed
	"Harrison County, KY"	"21097"	Suppressed	18781	Suppressed
	"Hart County, KY"	"21099"	Suppressed	18757	Suppressed
	"Henderson County, KY"	"21101"	Suppressed	45928	Suppressed
	"Henry County, KY"	"21103"	Suppressed	16006	Suppressed
	"Hickman County, KY"	"21105"	Suppressed	4520	Suppressed
	"Hopkins County, KY"	"21107"	Suppressed	45547	Suppressed
	"Jackson County, KY"	"21109"	Suppressed	13431	Suppressed
	"Jefferson County, KY"	"21111"	115	771158	14.9126
	"Jessamine County, KY"	"21113"	Suppressed	53375	Suppressed
	"Johnson County, KY"	"21115"	Suppressed	22594	Suppressed
	"Kenton County, KY"	"21117"	Suppressed	165399	Suppressed
	"Knott County, KY"	"21119"	Suppressed	15291	Suppressed
	"Knox County, KY"	"21121"	Suppressed	31227	Suppressed
	"Larue County, KY"	"21123"	Suppressed	14205	Suppressed
	"Laurel County, KY"	"21125"	Suppressed	60174	Suppressed
	"Lawrence County, KY"	"21127"	Suppressed	15719	Suppressed
	"Lee County, KY"	"21129"	Suppressed	6570	Suppressed
	"Leslie County, KY"	"21131"	Suppressed	10334	Suppressed
	"Letcher County, KY"	"21133"	Suppressed	22339	Suppressed
	"Lewis County, KY"	"21135"	Suppressed	13339	Suppressed
	"Lincoln County, KY"	"21137"	Suppressed	24456	Suppressed
	"Livingston County, KY"	"21139"	Suppressed	9269	Suppressed
	"Logan County, KY"	"21141"	Suppressed	27060	Suppressed
	"Lyon County, KY"	"21143"	Suppressed	8082	Suppressed
	"McCracken County, KY"	"21145"	Suppressed	65385	Suppressed
	"McCreary County, KY"	"21147"	Suppressed	17465	Suppressed
	"McLean County, KY"	"21149"	Suppressed	9201	Suppressed
	"Madison County, KY"	"21151"	Suppressed	91226	Suppressed
	"Magoffin County, KY"	"21153"	Suppressed	12538	Suppressed
	"Marion County, KY"	"21155"	Suppressed	19395	Suppressed
	"Marshall County, KY"	"21157"	Suppressed	31382	Suppressed
	"Martin County, KY"	"21159"	Suppressed	11452	Suppressed
	"Mason County, KY"	"21161"	Suppressed	17174	Suppressed
	"Meade County, KY"	"21163"	Suppressed	28154	Suppressed
	"Menifee County, KY"	"21165"	Suppressed	6455	Suppressed
	"Mercer County, KY"	"21167"	Suppressed	21521	Suppressed
	"Metcalfe County, KY"	"21169"	Suppressed	10107	Suppressed
	"Monroe County, KY"	"21171"	Suppressed	10659	Suppressed
	"Montgomery County, KY"	"21173"	Suppressed	27928	Suppressed
	"Morgan County, KY"	"21175"	Suppressed	13188	Suppressed
	"Muhlenberg County, KY"	"21177"	Suppressed	30816	Suppressed
	"Nelson County, KY"	"21179"	Suppressed	45640	Suppressed
	"Nicholas County, KY"	"21181"	Suppressed	7130	Suppressed
	"Ohio County, KY"	"21183"	Suppressed	24182	Suppressed
	"Oldham County, KY"	"21185"	Suppressed	66415	Suppressed
	"Owen County, KY"	"21187"	Suppressed	10765	Suppressed
	"Owsley County, KY"	"21189"	Suppressed	4435	Suppressed
	"Pendleton County, KY"	"21191"	Suppressed	14573	Suppressed
	"Perry County, KY"	"21193"	Suppressed	26553	Suppressed
	"Pike County, KY"	"21195"	Suppressed	58883	Suppressed
	"Powell County, KY"	"21197"	Suppressed	12374	Suppressed
	"Pulaski County, KY"	"21199"	Suppressed	64449	Suppressed
	"Robertson County, KY"	"21201"	Suppressed	2134	Suppressed
	"Rockcastle County, KY"	"21203"	Suppressed	16698	Suppressed
	"Rowan County, KY"	"21205"	Suppressed	24517	Suppressed
	"Russell County, KY"	"21207"	Suppressed	17775	Suppressed
	"Scott County, KY"	"21209"	Suppressed	54873	Suppressed
	"Shelby County, KY"	"21211"	Suppressed	47421	Suppressed
	"Simpson County, KY"	"21213"	Suppressed	18108	Suppressed
	"Spencer County, KY"	"21215"	Suppressed	18507	Suppressed
	"Taylor County, KY"	"21217"	Suppressed	25472	Suppressed
	"Todd County, KY"	"21219"	Suppressed	12243	Suppressed
	"Trigg County, KY"	"21221"	Suppressed	14444	Suppressed
	"Trimble County, KY"	"21223"	Suppressed	8561	Suppressed
	"Union County, KY"	"21225"	Suppressed	14668	Suppressed
	"Warren County, KY"	"21227"	Suppressed	128845	Suppressed
	"Washington County, KY"	"21229"	Suppressed	12126	Suppressed
	"Wayne County, KY"	"21231"	Suppressed	20716	Suppressed
	"Webster County, KY"	"21233"	Suppressed	13018	Suppressed
	"Whitley County, KY"	"21235"	Suppressed	36214	Suppressed
	"Wolfe County, KY"	"21237"	Suppressed	7264	Suppressed
	"Woodford County, KY"	"21239"	Suppressed	26368	Suppressed
	"Acadia Parish, LA"	"22001"	Suppressed	62590	Suppressed
	"Allen Parish, LA"	"22003"	Suppressed	25621	Suppressed
	"Ascension Parish, LA"	"22005"	Suppressed	122948	Suppressed
	"Assumption Parish, LA"	"22007"	Suppressed	22526	Suppressed
	"Avoyelles Parish, LA"	"22009"	Suppressed	40980	Suppressed
	"Beauregard Parish, LA"	"22011"	Suppressed	36928	Suppressed
	"Bienville Parish, LA"	"22013"	Suppressed	13638	Suppressed
	"Bossier Parish, LA"	"22015"	Suppressed	127634	Suppressed
	"Caddo Parish, LA"	"22017"	57	246581	23.1161
	"Calcasieu Parish, LA"	"22019"	17	202445	Unreliable
	"Caldwell Parish, LA"	"22021"	Suppressed	9950	Suppressed
	"Cameron Parish, LA"	"22023"	Suppressed	6912	Suppressed
	"Catahoula Parish, LA"	"22025"	Suppressed	9875	Suppressed
	"Claiborne Parish, LA"	"22027"	Suppressed	15969	Suppressed
	"Concordia Parish, LA"	"22029"	Suppressed	19866	Suppressed
	"De Soto Parish, LA"	"22031"	Suppressed	27340	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	117	446268	26.2174
	"East Carroll Parish, LA"	"22035"	Suppressed	7126	Suppressed
	"East Feliciana Parish, LA"	"22037"	Suppressed	19412	Suppressed
	"Evangeline Parish, LA"	"22039"	Suppressed	33708	Suppressed
	"Franklin Parish, LA"	"22041"	Suppressed	20260	Suppressed
	"Grant Parish, LA"	"22043"	Suppressed	22336	Suppressed
	"Iberia Parish, LA"	"22045"	Suppressed	72176	Suppressed
	"Iberville Parish, LA"	"22047"	Suppressed	33027	Suppressed
	"Jackson Parish, LA"	"22049"	Suppressed	15846	Suppressed
	"Jefferson Parish, LA"	"22051"	61	439036	13.8941
	"Jefferson Davis Parish, LA"	"22053"	Suppressed	31477	Suppressed
	"Lafayette Parish, LA"	"22055"	26	242485	10.7223
	"Lafourche Parish, LA"	"22057"	Suppressed	98426	Suppressed
	"LaSalle Parish, LA"	"22059"	Suppressed	14933	Suppressed
	"Lincoln Parish, LA"	"22061"	Suppressed	47744	Suppressed
	"Livingston Parish, LA"	"22063"	13	138228	Unreliable
	"Madison Parish, LA"	"22065"	Suppressed	11316	Suppressed
	"Morehouse Parish, LA"	"22067"	Suppressed	25641	Suppressed
	"Natchitoches Parish, LA"	"22069"	Suppressed	39021	Suppressed
	"Orleans Parish, LA"	"22071"	140	393292	35.5970
	"Ouachita Parish, LA"	"22073"	29	155874	18.6048
	"Plaquemines Parish, LA"	"22075"	Suppressed	23348	Suppressed
	"Pointe Coupee Parish, LA"	"22077"	Suppressed	22268	Suppressed
	"Rapides Parish, LA"	"22079"	18	131648	Unreliable
	"Red River Parish, LA"	"22081"	Suppressed	8536	Suppressed
	"Richland Parish, LA"	"22083"	Suppressed	20411	Suppressed
	"Sabine Parish, LA"	"22085"	Suppressed	24018	Suppressed
	"St. Bernard Parish, LA"	"22087"	Suppressed	46202	Suppressed
	"St. Charles Parish, LA"	"22089"	Suppressed	52749	Suppressed
	"St. Helena Parish, LA"	"22091"	Suppressed	10363	Suppressed
	"St. James Parish, LA"	"22093"	Suppressed	21367	Suppressed
	"St. John the Baptist Parish, LA"	"22095"	Suppressed	43441	Suppressed
	"St. Landry Parish, LA"	"22097"	Suppressed	83497	Suppressed
	"St. Martin Parish, LA"	"22099"	Suppressed	54171	Suppressed
	"St. Mary Parish, LA"	"22101"	Suppressed	50973	Suppressed
	"St. Tammany Parish, LA"	"22103"	17	256327	Unreliable
	"Tangipahoa Parish, LA"	"22105"	15	132497	Unreliable
	"Tensas Parish, LA"	"22107"	Suppressed	4615	Suppressed
	"Terrebonne Parish, LA"	"22109"	Suppressed	112086	Suppressed
	"Union Parish, LA"	"22111"	Suppressed	22571	Suppressed
	"Vermilion Parish, LA"	"22113"	Suppressed	60136	Suppressed
	"Vernon Parish, LA"	"22115"	Suppressed	50726	Suppressed
	"Washington Parish, LA"	"22117"	Suppressed	46633	Suppressed
	"Webster Parish, LA"	"22119"	Suppressed	39378	Suppressed
	"West Baton Rouge Parish, LA"	"22121"	Suppressed	26265	Suppressed
	"West Carroll Parish, LA"	"22123"	Suppressed	10981	Suppressed
	"West Feliciana Parish, LA"	"22125"	Suppressed	15380	Suppressed
	"Winn Parish, LA"	"22127"	Suppressed	14311	Suppressed
	"Androscoggin County, ME"	"23001"	Suppressed	107651	Suppressed
	"Aroostook County, ME"	"23003"	Suppressed	67653	Suppressed
	"Cumberland County, ME"	"23005"	Suppressed	292500	Suppressed
	"Franklin County, ME"	"23007"	Suppressed	29988	Suppressed
	"Hancock County, ME"	"23009"	Suppressed	54497	Suppressed
	"Kennebec County, ME"	"23011"	Suppressed	121821	Suppressed
	"Knox County, ME"	"23013"	Suppressed	39790	Suppressed
	"Lincoln County, ME"	"23015"	Suppressed	34204	Suppressed
	"Oxford County, ME"	"23017"	Suppressed	57439	Suppressed
	"Penobscot County, ME"	"23019"	Suppressed	151957	Suppressed
	"Piscataquis County, ME"	"23021"	Suppressed	16773	Suppressed
	"Sagadahoc County, ME"	"23023"	Suppressed	35392	Suppressed
	"Somerset County, ME"	"23025"	Suppressed	50626	Suppressed
	"Waldo County, ME"	"23027"	Suppressed	39832	Suppressed
	"Washington County, ME"	"23029"	Suppressed	31593	Suppressed
	"York County, ME"	"23031"	Suppressed	204191	Suppressed
	"Allegany County, MD"	"24001"	Suppressed	71615	Suppressed
	"Anne Arundel County, MD"	"24003"	22	573235	3.8379
	"Baltimore County, MD"	"24005"	81	832468	9.7301
	"Calvert County, MD"	"24009"	Suppressed	91502	Suppressed
	"Caroline County, MD"	"24011"	Suppressed	33193	Suppressed
	"Carroll County, MD"	"24013"	Suppressed	167781	Suppressed
	"Cecil County, MD"	"24015"	Suppressed	102746	Suppressed
	"Charles County, MD"	"24017"	11	159700	Unreliable
	"Dorchester County, MD"	"24019"	Suppressed	32162	Suppressed
	"Frederick County, MD"	"24021"	Suppressed	252022	Suppressed
	"Garrett County, MD"	"24023"	Suppressed	29233	Suppressed
	"Harford County, MD"	"24025"	14	252160	Unreliable
	"Howard County, MD"	"24027"	Suppressed	321113	Suppressed
	"Kent County, MD"	"24029"	Suppressed	19384	Suppressed
	"Montgomery County, MD"	"24031"	24	1058810	2.2667
	"Prince George's County, MD"	"24033"	94	912756	10.2985
	"Queen Anne's County, MD"	"24035"	Suppressed	49770	Suppressed
	"St. Mary's County, MD"	"24037"	Suppressed	112667	Suppressed
	"Somerset County, MD"	"24039"	Suppressed	25918	Suppressed
	"Talbot County, MD"	"24041"	Suppressed	37103	Suppressed
	"Washington County, MD"	"24043"	Suppressed	150578	Suppressed
	"Wicomico County, MD"	"24045"	Suppressed	102923	Suppressed
	"Worcester County, MD"	"24047"	Suppressed	51690	Suppressed
	"Baltimore city, MD"	"24510"	293	611648	47.9034
	"Barnstable County, MA"	"25001"	Suppressed	213444	Suppressed
	"Berkshire County, MA"	"25003"	Suppressed	126313	Suppressed
	"Bristol County, MA"	"25005"	14	561483	Unreliable
	"Dukes County, MA"	"25007"	Suppressed	17325	Suppressed
	"Essex County, MA"	"25009"	24	785205	3.0565
	"Franklin County, MA"	"25011"	Suppressed	70702	Suppressed
	"Hampden County, MA"	"25013"	22	469818	4.6827
	"Hampshire County, MA"	"25015"	Suppressed	161834	Suppressed
	"Middlesex County, MA"	"25017"	18	1602947	Unreliable
	"Nantucket County, MA"	"25019"	Suppressed	11229	Suppressed
	"Norfolk County, MA"	"25021"	Suppressed	700322	Suppressed
	"Plymouth County, MA"	"25023"	Suppressed	515142	Suppressed
	"Suffolk County, MA"	"25025"	56	797939	7.0181
	"Worcester County, MA"	"25027"	14	826116	Unreliable
	"Alcona County, MI"	"26001"	Suppressed	10351	Suppressed
	"Alger County, MI"	"26003"	Suppressed	9121	Suppressed
	"Allegan County, MI"	"26005"	Suppressed	116447	Suppressed
	"Alpena County, MI"	"26007"	Suppressed	28462	Suppressed
	"Antrim County, MI"	"26009"	Suppressed	23292	Suppressed
	"Arenac County, MI"	"26011"	Suppressed	15045	Suppressed
